gene_id	biotype	product
WBGene00230485	protein_coding	RE55111p, putative
WBGene00225628	protein_coding	Kelch-like protein X, putative
WBGene00223542	protein_coding	Leucine Rich Repeat family protein
WBGene00234339	protein_coding	Tim10\/DDP family zinc finger containing protein
WBGene00227519	protein_coding	Protein kinase domain containing protein
WBGene00222978	protein_coding	Elongation factor Tu C-terminal domain containing protein
WBGene00222984	protein_coding	Conserved hypothetical protein, putative
WBGene00255608	protein_coding	NA
WBGene00222977	protein_coding	SET domain containing protein
WBGene00222982	protein_coding	60S ribosome subunit biogenesis protein NIP7, putative
WBGene00222983	protein_coding	Cdc6-related protein, putative
WBGene00226876	protein_coding	NLI interacting factor-like phosphatase family protein
WBGene00223303	protein_coding	Mannosyl-oligosaccharide alpha-1,2-mannosidase isoform 1, putative
WBGene00222232	protein_coding	PX domain containing protein
WBGene00224602	protein_coding	Protein dom-3, putative
WBGene00227966	protein_coding	conserved hypothetical protein
WBGene00268200	protein_coding	NA
WBGene00232242	protein_coding	SD04925p, putative
WBGene00225806	protein_coding	BAR domain containing protein, putative
WBGene00234026	protein_coding	Probable isocitrate dehydrogenase, putative
WBGene00224326	protein_coding	LysM domain containing protein
WBGene00227443	protein_coding	SRC-1, putative
WBGene00224777	protein_coding	bZIP transcription factor family protein
WBGene00220787	protein_coding	NA
WBGene00230493	protein_coding	conserved hypothetical protein
WBGene00230488	protein_coding	conserved hypothetical protein
WBGene00234131	protein_coding	conserved hypothetical protein
WBGene00236742	miRNA	NA
WBGene00230489	protein_coding	unknown, putative
WBGene00223539	protein_coding	D10Ertd718e protein, putative
WBGene00303418	protein_coding	NA
WBGene00230490	protein_coding	NA
WBGene00224665	protein_coding	conserved hypothetical protein
WBGene00226232	protein_coding	C2 domain containing protein
WBGene00234106	protein_coding	Beta-ketoacyl synthase, N-terminal domain containing protein
WBGene00234269	protein_coding	Mrp-family putative nucleotide-binding protein F10G8.6, putative
WBGene00223549	protein_coding	Helix-hairpin-helix motif family protein
WBGene00225748	protein_coding	ATPase, AAA family protein
WBGene00223548	protein_coding	Neuronal calcium sensor 2, putative
WBGene00231418	protein_coding	Hypothetical 41.4 kDa Trp-Asp repeats containing protein F10G8.3 inchromosome I, putative
WBGene00231420	protein_coding	NA
WBGene00224593	protein_coding	MGC82625 protein, putative
WBGene00226759	protein_coding	WW domain containing protein
WBGene00230495	protein_coding	NA
WBGene00220441	protein_coding	NA
WBGene00227879	protein_coding	fusilli, putative
WBGene00222856	protein_coding	PAN domain containing protein
WBGene00234009	protein_coding	bop1-prov protein, putative
WBGene00225767	protein_coding	CG1749-PA, putative
WBGene00225773	protein_coding	Hypothetical 23.7 kDa protein in CYR1-OST1 intergenic region, putative
WBGene00230497	protein_coding	ring finger-H2 protein, putative
WBGene00223899	protein_coding	conserved hypothetical protein
WBGene00220789	protein_coding	NA
WBGene00234308	protein_coding	Prefoldin subunit family protein
WBGene00223900	protein_coding	Cytidylyltransferase family protein
WBGene00230498	protein_coding	Ubiquitin-conjugating enzyme family protein
WBGene00233920	protein_coding	Ras-related protein Rab-5B, putative
WBGene00230093	protein_coding	Low-density lipoprotein receptor repeat class B containing protein
WBGene00232244	protein_coding	NA
WBGene00223901	protein_coding	Ras-related protein Rab-5B, putative
WBGene00268830	protein_coding	NA
WBGene00268831	protein_coding	NA
WBGene00230095	protein_coding	NA
WBGene00268832	protein_coding	NA
WBGene00230096	protein_coding	fibroinase precursor, putative
WBGene00230097	protein_coding	EDRK rich factor, identical
WBGene00234941	protein_coding	conserved hypothetical protein
WBGene00222961	protein_coding	TspO\/MBR family protein
WBGene00304249	protein_coding	NA
WBGene00230098	protein_coding	NA
WBGene00268833	protein_coding	NA
WBGene00230099	protein_coding	NA
WBGene00223998	protein_coding	NA
WBGene00226014	protein_coding	SET domain containing protein
WBGene00236660	miRNA	NA
WBGene00228761	protein_coding	Calsequestrin, skeletal muscle isoform precursor, putative
WBGene00225651	protein_coding	Vinculin family protein
WBGene00222854	protein_coding	conserved hypothetical protein
WBGene00268834	protein_coding	NA
WBGene00228588	protein_coding	NA
WBGene00228589	protein_coding	NA
WBGene00228590	protein_coding	NA
WBGene00233878	protein_coding	NA
WBGene00231941	protein_coding	NA
WBGene00228353	protein_coding	Collagenase NC10 and Endostatin family protein
WBGene00227507	protein_coding	Tropomyosin family protein
WBGene00268835	transposon_protein_coding	NA
WBGene00268836	protein_coding	NA
WBGene00268837	protein_coding	NA
WBGene00227502	protein_coding	NA
WBGene00227235	protein_coding	NA
WBGene00234785	tRNA	NA
WBGene00268838	transposon_protein_coding	NA
WBGene00268839	protein_coding	NA
WBGene00220632	protein_coding	NA
WBGene00227748	protein_coding	Presenilin spe-4, putative
WBGene00225734	protein_coding	Trypsin Inhibitor like cysteine rich domain containing protein
WBGene00229667	protein_coding	126.9 kDa transcriptional regulatory protein in YSW1-RIB7intergenic region, putative
WBGene00227285	protein_coding	NA
WBGene00229665	protein_coding	NA
WBGene00224626	protein_coding	Immunoglobulin I-set domain containing protein
WBGene00226949	protein_coding	ShTK domain containing protein
WBGene00268840	protein_coding	NA
WBGene00224406	protein_coding	AMP-binding enzyme family protein
WBGene00224958	protein_coding	Kinase associated domain 1 family protein
WBGene00229664	protein_coding	NA
WBGene00232315	protein_coding	NA
WBGene00225709	protein_coding	GH15938p, putative
WBGene00225707	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00224372	protein_coding	Ribosomal protein L14p\/L23e containing protein
WBGene00268841	protein_coding	NA
WBGene00222125	protein_coding	B-box zinc finger family protein
WBGene00232975	protein_coding	Glycoprotein X precursor, putative
WBGene00226498	protein_coding	NA
WBGene00229662	protein_coding	NA
WBGene00226432	protein_coding	Protein kinase domain containing protein
WBGene00229660	protein_coding	Glycoprotein X precursor, putative
WBGene00221496	protein_coding	NA
WBGene00233673	protein_coding	NA
WBGene00224769	protein_coding	AT19640p, putative
WBGene00221495	protein_coding	NA
WBGene00226974	protein_coding	Matrixin family protein
WBGene00222193	protein_coding	mRNA capping enzyme, putative
WBGene00234781	tRNA	NA
WBGene00228488	protein_coding	HD domain containing protein
WBGene00222755	protein_coding	Matrixin family protein
WBGene00235027	protein_coding	NA
WBGene00226805	protein_coding	NA
WBGene00226097	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00224201	protein_coding	ATPase, AAA family protein
WBGene00233036	protein_coding	Transforming growth factor beta like domain containing protein
WBGene00221258	protein_coding	NA
WBGene00225577	protein_coding	TPR Domain
WBGene00232427	protein_coding	Conserved hypothetical protein, putative
WBGene00231581	protein_coding	DNA repair protein RAD51 homolog 1, putative
WBGene00223945	protein_coding	NA
WBGene00220770	protein_coding	NA
WBGene00230386	protein_coding	NA
WBGene00225965	protein_coding	BED zinc finger family protein
WBGene00227692	protein_coding	cell division cycle protein 20 homolog (p55CDC), putative
WBGene00225964	protein_coding	NA
WBGene00221631	protein_coding	NA
WBGene00268842	protein_coding	NA
WBGene00230385	protein_coding	ShTK domain containing protein
WBGene00228735	protein_coding	NA
WBGene00269289	protein_coding	NA
WBGene00269287	protein_coding	NA
WBGene00227645	protein_coding	NA
WBGene00229026	protein_coding	NA
WBGene00230737	protein_coding	NA
WBGene00269288	protein_coding	NA
WBGene00269290	protein_coding	NA
WBGene00222704	protein_coding	Conserved hypothetical protein, putative
WBGene00231650	protein_coding	NA
WBGene00268843	protein_coding	NA
WBGene00228058	protein_coding	NA
WBGene00222560	protein_coding	kinesin light chain (KLC), putative
WBGene00223134	protein_coding	NA
WBGene00226382	protein_coding	NA
WBGene00228531	protein_coding	kinesin light chain protein 2, isoform a, putative
WBGene00224011	protein_coding	NA
WBGene00268844	protein_coding	NA
WBGene00268845	protein_coding	NA
WBGene00224168	protein_coding	hypoxia-induced factor 1, putative
WBGene00230455	protein_coding	NA
WBGene00268846	protein_coding	NA
WBGene00222399	protein_coding	Variant SH3 domain containing protein
WBGene00222573	protein_coding	NA
WBGene00268847	protein_coding	NA
WBGene00229293	protein_coding	NA
WBGene00229320	protein_coding	NA
WBGene00226334	protein_coding	LD40453p, putative
WBGene00226765	protein_coding	O-methyltransferase, putative
WBGene00225836	protein_coding	Phospholipase D. Active site motif family protein
WBGene00226814	protein_coding	NA
WBGene00268848	protein_coding	NA
WBGene00235518	miRNA	NA
WBGene00268849	protein_coding	NA
WBGene00229306	protein_coding	NA
WBGene00223206	protein_coding	NA
WBGene00233771	protein_coding	F-box domain containing protein
WBGene00223192	protein_coding	NA
WBGene00268850	protein_coding	NA
WBGene00222672	protein_coding	NA
WBGene00222915	protein_coding	Nucleolar complex-associated protein
WBGene00230742	protein_coding	DEAD\/DEAH box helicase family protein
WBGene00231885	protein_coding	NA
WBGene00230739	protein_coding	NA
WBGene00232581	protein_coding	conserved hypothetical protein
WBGene00227500	protein_coding	NA
WBGene00221085	protein_coding	NA
WBGene00235830	miRNA	NA
WBGene00230016	protein_coding	NA
WBGene00234848	tRNA	NA
WBGene00230014	protein_coding	NA
WBGene00224676	protein_coding	PX domain containing protein
WBGene00225204	protein_coding	NADH-ubiquinone oxidoreductase 49 kDa subunit, mitochondrial, putative
WBGene00230013	protein_coding	NA
WBGene00225765	protein_coding	Ground-like domain containing protein
WBGene00228315	protein_coding	NA
WBGene00268851	protein_coding	NA
WBGene00227809	protein_coding	uridine phosphorylase family protein
WBGene00229318	protein_coding	NA
WBGene00232660	protein_coding	NA
WBGene00234405	protein_coding	NA
WBGene00268852	protein_coding	NA
WBGene00268853	protein_coding	NA
WBGene00223520	protein_coding	Glycosyl hydrolase family 47 protein
WBGene00235105	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00223136	protein_coding	NA
WBGene00222463	protein_coding	Prion-like-, putative
WBGene00226756	protein_coding	NA
WBGene00221374	protein_coding	NA
WBGene00221842	protein_coding	NA
WBGene00221859	protein_coding	NA
WBGene00221814	protein_coding	NA
WBGene00226833	protein_coding	NA
WBGene00268854	protein_coding	NA
WBGene00234105	protein_coding	NA
WBGene00222632	protein_coding	NA
WBGene00229012	protein_coding	NA
WBGene00221422	protein_coding	NA
WBGene00268855	protein_coding	NA
WBGene00229193	protein_coding	NA
WBGene00229192	protein_coding	Glycine-rich cell wall structural protein 1 precursor, putative
WBGene00224139	protein_coding	NA
WBGene00229191	protein_coding	Glycine-rich cell wall structural protein 1 precursor, putative
WBGene00229190	protein_coding	NA
WBGene00226409	protein_coding	DAK1 domain containing protein
WBGene00225667	protein_coding	Partner of SLD five, PSF1 family protein
WBGene00235521	miRNA	NA
WBGene00235522	miRNA	NA
WBGene00255680	miRNA	NA
WBGene00255679	miRNA	NA
WBGene00233857	protein_coding	NA
WBGene00225153	protein_coding	N-terminal acetyltransferase complex ARD1 subunit homolog, putative
WBGene00228122	protein_coding	NA
WBGene00229135	protein_coding	NA
WBGene00222096	protein_coding	NA
WBGene00225867	protein_coding	NA
WBGene00232992	protein_coding	NA
WBGene00229136	protein_coding	NA
WBGene00229137	protein_coding	DnaJ domain containing protein
WBGene00230110	protein_coding	NA
WBGene00230111	protein_coding	DnaJ domain containing protein
WBGene00220713	protein_coding	NA
WBGene00226377	protein_coding	ThiF family protein, putative
WBGene00228555	protein_coding	NA
WBGene00236481	snoRNA	NA
WBGene00234359	protein_coding	NA
WBGene00268856	protein_coding	NA
WBGene00230113	protein_coding	conserved hypothetical protein
WBGene00234049	protein_coding	clathrin adaptor complex small chain, putative
WBGene00224570	protein_coding	NA
WBGene00224671	protein_coding	NA
WBGene00234852	tRNA	NA
WBGene00231804	protein_coding	NA
WBGene00226193	protein_coding	NA
WBGene00235046	protein_coding	NA
WBGene00222917	protein_coding	NA
WBGene00229078	protein_coding	Protein C20orf11 homolog, putative
WBGene00229076	protein_coding	NA
WBGene00221430	protein_coding	NA
WBGene00222943	protein_coding	Cytoplasmic polyadenylation element binding protein 1, putative
WBGene00268857	protein_coding	NA
WBGene00231772	protein_coding	Hypothetical serine\/threonine-rich protein PB15E9.01c in chromosome Iprecursor, putative
WBGene00223417	protein_coding	NA
WBGene00225871	protein_coding	Protein kinase domain containing protein
WBGene00232577	protein_coding	Nematode cuticle collagen N-terminal domain containing protein
WBGene00223460	protein_coding	Ammonium Transporter Family protein
WBGene00228577	protein_coding	NA
WBGene00223224	protein_coding	Ground-like domain containing protein
WBGene00222828	protein_coding	DM DNA binding domain containing protein
WBGene00222829	protein_coding	NA
WBGene00229995	protein_coding	NA
WBGene00227942	protein_coding	NA
WBGene00227936	protein_coding	Cathepsin L-like precursor, putative
WBGene00227938	protein_coding	Cathepsin L-like precursor, putative
WBGene00227937	protein_coding	Cathepsin L-like cysteine proteinase, putative
WBGene00229321	protein_coding	NA
WBGene00234261	protein_coding	hyperosmotic protein 21, putative
WBGene00233653	protein_coding	NA
WBGene00229322	protein_coding	NA
WBGene00234989	protein_coding	NA
WBGene00269330	protein_coding	NA
WBGene00227469	protein_coding	NA
WBGene00229323	protein_coding	NA
WBGene00227473	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00229324	protein_coding	Protein C20orf22, putative
WBGene00223211	protein_coding	NA
WBGene00221073	protein_coding	NA
WBGene00228311	protein_coding	NA
WBGene00231872	protein_coding	NA
WBGene00229580	protein_coding	Tudor domain containing protein
WBGene00231709	protein_coding	Zinc finger, C2H2 type family protein
WBGene00229579	protein_coding	NA
WBGene00229578	protein_coding	NA
WBGene00226341	protein_coding	conserved hypothetical protein
WBGene00229017	protein_coding	NA
WBGene00226085	protein_coding	phosphofurin acidic cluster sorting protein 1, putative
WBGene00232548	protein_coding	Autophagy protein Apg9 containing protein
WBGene00226196	protein_coding	C6orf153 protein, putative
WBGene00225779	protein_coding	RE68566p, putative
WBGene00226811	protein_coding	NA
WBGene00229016	protein_coding	Armadillo\/beta-catenin-like repeat family protein
WBGene00223490	protein_coding	MutS protein homolog 5, putative
WBGene00225813	protein_coding	NA
WBGene00223635	protein_coding	NA
WBGene00225293	protein_coding	NA
WBGene00222396	protein_coding	Dehydrogenases, short chain protein 2, isoform a, putative
WBGene00234806	tRNA	NA
WBGene00223986	protein_coding	NA
WBGene00234054	protein_coding	insulin-degrading enzyme, putative
WBGene00225128	protein_coding	actin-like protein C, putative,actin-like protein 2, putative
WBGene00231838	protein_coding	NA
WBGene00229098	protein_coding	NA
WBGene00221431	protein_coding	NA
WBGene00268858	protein_coding	NA
WBGene00268859	protein_coding	NA
WBGene00225373	protein_coding	conserved hypothetical protein
WBGene00233845	protein_coding	NA
WBGene00236308	ncRNA	NA
WBGene00230446	protein_coding	NA
WBGene00222757	protein_coding	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain containing protein
WBGene00268860	protein_coding	NA
WBGene00268861	protein_coding	NA
WBGene00230445	protein_coding	NA
WBGene00227939	protein_coding	Cathepsin L-like precursor, putative
WBGene00227940	protein_coding	Cathepsin L-like precursor, putative
WBGene00221927	protein_coding	Cathepsin L-like precursor, putative
WBGene00220783	protein_coding	Homeobox domain containing protein
WBGene00225917	protein_coding	NA
WBGene00226096	protein_coding	NA
WBGene00225042	protein_coding	NA
WBGene00224894	protein_coding	NA
WBGene00222767	protein_coding	NA
WBGene00235513	miRNA	NA
WBGene00255526	protein_coding	DZF family protein
WBGene00225618	protein_coding	DZF family protein
WBGene00268862	protein_coding	NA
WBGene00228098	protein_coding	NA
WBGene00220306	protein_coding	NA
WBGene00229027	protein_coding	NA
WBGene00268863	protein_coding	NA
WBGene00224813	protein_coding	GCC2 and GCC3 family protein
WBGene00228192	protein_coding	NA
WBGene00233280	protein_coding	NA
WBGene00220380	protein_coding	NA
WBGene00268864	protein_coding	NA
WBGene00220416	protein_coding	NA
WBGene00268865	protein_coding	NA
WBGene00228199	protein_coding	NA
WBGene00234768	tRNA	NA
WBGene00234769	tRNA	NA
WBGene00225269	protein_coding	LD18634p, putative
WBGene00228200	protein_coding	NA
WBGene00224396	protein_coding	MGC83645 protein, putative
WBGene00224394	protein_coding	MGC83645 protein, putative
WBGene00228201	protein_coding	NA
WBGene00223252	protein_coding	hydrolase, TatD family protein
WBGene00236586	miRNA	NA
WBGene00234770	tRNA	NA
WBGene00228100	protein_coding	NA
WBGene00227707	protein_coding	NA
WBGene00230112	protein_coding	NA
WBGene00268866	protein_coding	NA
WBGene00236425	miRNA	NA
WBGene00228641	protein_coding	NA
WBGene00225359	protein_coding	zgc:73290 protein, putative
WBGene00226073	protein_coding	D-tyrosyl-tRNA(Tyr) deacylase, putative
WBGene00226244	protein_coding	NA
WBGene00227559	protein_coding	homeodomain protein TTX-1, putative
WBGene00229644	protein_coding	NA
WBGene00234425	protein_coding	NA
WBGene00225961	protein_coding	conserved hypothetical protein
WBGene00232900	protein_coding	ARID\/BRIGHT DNA binding domain containing protein
WBGene00229645	protein_coding	NA
WBGene00226121	protein_coding	E2IG2, putative
WBGene00228476	protein_coding	phf10 protein, putative
WBGene00229646	protein_coding	LOC129285 protein, putative
WBGene00224036	protein_coding	Myb-like DNA-binding domain containing protein
WBGene00226975	protein_coding	NA
WBGene00222631	protein_coding	NA
WBGene00231790	protein_coding	NA
WBGene00228263	protein_coding	Hypothetical 45.9 kDa protein in KCS1-GCV1 intergenic region, putative
WBGene00223481	protein_coding	ubiquitin thiolesterase homolog, putative
WBGene00228262	protein_coding	NA
WBGene00228261	protein_coding	hypotetical protein, conserved
WBGene00225611	protein_coding	60s ribosomal protein L49, mitochondrial, putative
WBGene00228260	protein_coding	NA
WBGene00223715	protein_coding	3-oxo-5-alpha-steroid 4-dehydrogenase 1, putative
WBGene00228259	protein_coding	NA
WBGene00228258	protein_coding	spliced leader 30 kDa protein, putative
WBGene00228257	protein_coding	NA
WBGene00225858	protein_coding	NA
WBGene00233858	protein_coding	NA
WBGene00226357	protein_coding	conserved hypothetical protein
WBGene00228367	protein_coding	protein C37C3.6a , putative
WBGene00224173	protein_coding	PH domain containing protein
WBGene00233606	protein_coding	NA
WBGene00268867	protein_coding	NA
WBGene00233852	protein_coding	NA
WBGene00233880	protein_coding	NA
WBGene00232561	protein_coding	conserved hypothetical protein
WBGene00226146	protein_coding	enhancer of rudimentary homolog, putative
WBGene00227825	protein_coding	immunogenic protein 3, putative
WBGene00268868	protein_coding	NA
WBGene00224090	protein_coding	mucin, putative
WBGene00223352	protein_coding	EF hand family protein
WBGene00230726	protein_coding	F-box domain containing protein
WBGene00268869	protein_coding	NA
WBGene00220840	protein_coding	NA
WBGene00268870	protein_coding	NA
WBGene00268871	protein_coding	NA
WBGene00228467	protein_coding	NA
WBGene00268872	protein_coding	NA
WBGene00223824	protein_coding	NA
WBGene00221355	protein_coding	NA
WBGene00230724	protein_coding	NA
WBGene00225061	protein_coding	4-aminobutyrate aminotransferase, mitochondrial precursor, putative
WBGene00226829	protein_coding	MGC83825 protein, putative
WBGene00234313	protein_coding	glycosyltransferase 28 domain containing 1, putative
WBGene00268873	transposon_protein_coding	NA
WBGene00255705	protein_coding	NA
WBGene00230722	protein_coding	unknown, identical
WBGene00255706	protein_coding	NA
WBGene00235462	rRNA	NA
WBGene00230721	protein_coding	NA
WBGene00221805	protein_coding	NA
WBGene00228527	protein_coding	NA
WBGene00233859	protein_coding	NA
WBGene00224764	protein_coding	NA
WBGene00225881	protein_coding	NA
WBGene00223796	protein_coding	NA
WBGene00232634	protein_coding	NA
WBGene00236727	snoRNA	NA
WBGene00228664	protein_coding	conserved hypothetical protein
WBGene00226301	protein_coding	NA
WBGene00223989	protein_coding	RH49308p, putative
WBGene00229538	protein_coding	jmjC domain containing protein
WBGene00234161	protein_coding	30S ribosomal protein S12, putative
WBGene00234118	protein_coding	S-adenosylmethionine synthetase, putative
WBGene00227827	protein_coding	HIT zinc finger family protein
WBGene00229537	protein_coding	NA
WBGene00227646	protein_coding	NA
WBGene00229536	protein_coding	NA
WBGene00224833	protein_coding	RanBP1 domain containing protein
WBGene00226359	protein_coding	Probable molybdopterin binding domain containing protein
WBGene00229535	protein_coding	NA
WBGene00226753	protein_coding	Tubulin binding cofactor A family protein
WBGene00225938	protein_coding	NA
WBGene00228569	protein_coding	CG3921-PA, putative
WBGene00224408	protein_coding	Malate dehydrogenase, cytoplasmic, putative
WBGene00224407	protein_coding	NA
WBGene00234107	protein_coding	Ubiquitin carboxyl-terminal hydrolase, family 1 protein
WBGene00226360	protein_coding	NA
WBGene00230719	protein_coding	probable ribosylglycoyhdrolase, putative
WBGene00220839	protein_coding	NA
WBGene00230718	protein_coding	NA
WBGene00232511	protein_coding	TPR Domain containing protein
WBGene00230717	protein_coding	conserved hypothetical protein
WBGene00227623	protein_coding	conserved hypothetical protein
WBGene00268874	protein_coding	NA
WBGene00233881	protein_coding	NA
WBGene00234346	protein_coding	NA
WBGene00269328	protein_coding	NA
WBGene00230716	protein_coding	Protein kinase domain containing protein
WBGene00225126	protein_coding	NA
WBGene00227195	protein_coding	oxidative-stress responsive 1, putative
WBGene00227194	protein_coding	TRAF4-associated factor 2, putative
WBGene00230715	protein_coding	conserved hypothetical protein
WBGene00222322	protein_coding	conserved hypothetical protein
WBGene00224911	protein_coding	NA
WBGene00228892	protein_coding	NA
WBGene00230714	protein_coding	transcriptional regulator, Sir2 family protein
WBGene00230713	protein_coding	NA
WBGene00227584	protein_coding	small nuclear ribonucleoprotein Sm D3, putative
WBGene00230712	protein_coding	NA
WBGene00234342	protein_coding	60S ribosomal protein L38, putative
WBGene00223738	protein_coding	Neurotransmitter-gated ion-channel transmembrane region family protein
WBGene00223736	protein_coding	NA
WBGene00268875	protein_coding	NA
WBGene00233022	protein_coding	DB module family protein
WBGene00223037	protein_coding	serine\/threonine-protein kinase PAK 7, putative
WBGene00220896	protein_coding	NA
WBGene00228094	protein_coding	Acyltransferase family protein
WBGene00268877	protein_coding	NA
WBGene00226204	protein_coding	NA
WBGene00222360	protein_coding	conserved hypothetical protein
WBGene00222403	protein_coding	NA
WBGene00268878	protein_coding	NA
WBGene00233967	protein_coding	T-complex protein 1, eta subunit, putative
WBGene00220897	protein_coding	actin-depolymerizing factor 1, putative
WBGene00227804	protein_coding	conserved hypothetical protein
WBGene00224121	protein_coding	sex-regulated protein janus-A, putative
WBGene00268879	protein_coding	NA
WBGene00227393	protein_coding	NA
WBGene00223253	protein_coding	NA
WBGene00220898	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00231608	protein_coding	NA
WBGene00234999	protein_coding	NOP seven associated protein 1, putative
WBGene00234032	protein_coding	NOP seven associated protein 1, putative
WBGene00225583	protein_coding	NA
WBGene00226469	protein_coding	NA
WBGene00225897	protein_coding	orotate phosphoribosyltransferase family protein
WBGene00233554	protein_coding	NA
WBGene00224600	protein_coding	NA
WBGene00268880	protein_coding	NA
WBGene00228699	protein_coding	NA
WBGene00269286	protein_coding	NA
WBGene00227316	protein_coding	Autophagy protein Apg5 containing protein
WBGene00226271	protein_coding	NA
WBGene00226270	protein_coding	NA
WBGene00224230	protein_coding	Uncharacterized protein family UPF0005 containing protein
WBGene00234808	tRNA	NA
WBGene00223765	protein_coding	zyg-9 protein, putative
WBGene00226610	protein_coding	NA
WBGene00224963	protein_coding	dolichyl-phosphate beta-glucosyltransferase, putative
WBGene00224962	protein_coding	RNA polymerase Rpb3\/Rpb11 dimerisation domain containing protein
WBGene00224961	protein_coding	ribonucleoside-diphosphate reductase large chain, putative
WBGene00234072	protein_coding	ribonucleoside-diphosphate reductase large chain, putative
WBGene00223519	protein_coding	conserved hypothetical protein
WBGene00255392	miRNA	NA
WBGene00223941	protein_coding	Josephin family protein
WBGene00229052	protein_coding	Josephin family protein
WBGene00268881	protein_coding	NA
WBGene00223195	protein_coding	NA
WBGene00221713	protein_coding	NA
WBGene00224030	protein_coding	NA
WBGene00268882	protein_coding	NA
WBGene00230888	protein_coding	NA
WBGene00227295	protein_coding	60S ribosomal protein L10a, putative
WBGene00228133	protein_coding	NA
WBGene00268883	protein_coding	NA
WBGene00232644	protein_coding	NA
WBGene00232587	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00226675	protein_coding	acetyltransferase, GNAT family protein
WBGene00226966	protein_coding	Iron-sulfur cluster assembly accessory protein
WBGene00226721	protein_coding	Iron-sulfur cluster assembly accessory protein
WBGene00222671	protein_coding	40S ribosomal protein S30, putative
WBGene00228684	protein_coding	NA
WBGene00228683	protein_coding	NA
WBGene00226968	protein_coding	NA
WBGene00229015	protein_coding	NA
WBGene00235567	snoRNA	NA
WBGene00225163	protein_coding	Temporarily assigned gene name protein 59, putative
WBGene00268885	protein_coding	NA
WBGene00222124	protein_coding	Zinc finger, C2H2 type family protein
WBGene00268886	protein_coding	NA
WBGene00233863	protein_coding	NA
WBGene00232569	protein_coding	Zinc finger, C2H2 type family protein
WBGene00223081	protein_coding	Nucleolar protein,Nop52 containing protein
WBGene00231811	protein_coding	NA
WBGene00227829	protein_coding	TPR Domain containing protein
WBGene00227632	protein_coding	Mitotic checkpoint serine\/threonine-protein kinase BUB1 beta, putative
WBGene00234305	protein_coding	RNA polymerase Rpb7, N-terminal domain containing protein
WBGene00229162	protein_coding	pinin\/SDK\/memA\/ protein conserved region containing protein
WBGene00222940	protein_coding	voltage-dependent potassium channel alpha subunit, putative
WBGene00268887	protein_coding	NA
WBGene00223571	protein_coding	NA
WBGene00221333	protein_coding	NA
WBGene00224028	protein_coding	phosphomevalonate kinase, putative
WBGene00234341	protein_coding	Protein transport protein SEC61 gamma subunit, putative
WBGene00268888	protein_coding	NA
WBGene00268889	protein_coding	NA
WBGene00228940	protein_coding	NA
WBGene00224025	protein_coding	NA
WBGene00221361	protein_coding	NA
WBGene00231947	protein_coding	NA
WBGene00227468	protein_coding	NA
WBGene00231128	protein_coding	NA
WBGene00226192	protein_coding	carbohydrate phosphorylase, putative
WBGene00268890	protein_coding	NA
WBGene00221748	protein_coding	NA
WBGene00268891	protein_coding	NA
WBGene00222122	protein_coding	Aldose 1-epimerase family protein
WBGene00226177	protein_coding	NA
WBGene00231127	protein_coding	NA
WBGene00231126	protein_coding	NA
WBGene00269315	protein_coding	NA
WBGene00223987	protein_coding	NA
WBGene00233595	protein_coding	NA
WBGene00233840	protein_coding	NA
WBGene00228240	protein_coding	NA
WBGene00226660	protein_coding	NA
WBGene00221853	protein_coding	NA
WBGene00229371	protein_coding	NA
WBGene00225265	protein_coding	Transcription factor IIA, alpha\/beta subunit family protein
WBGene00222248	protein_coding	NA
WBGene00226986	protein_coding	PHD-finger family protein
WBGene00222907	protein_coding	Hypothetical UPF0103 protein C37C3.8 in chromosome V, putative
WBGene00230847	protein_coding	NA
WBGene00230848	protein_coding	NA
WBGene00223818	protein_coding	NA
WBGene00223043	protein_coding	Hypothetical 36.0 kDa protein C45G9.5 in chromosome III, putative
WBGene00234996	protein_coding	NA
WBGene00230850	protein_coding	F-box domain containing protein
WBGene00224673	protein_coding	probable potassium channel chain n2P24, putative
WBGene00224895	protein_coding	NA
WBGene00232537	protein_coding	NA
WBGene00227921	protein_coding	RNase H family protein
WBGene00224351	protein_coding	rab5-interacting protein, putative
WBGene00227624	protein_coding	Fringe-like family protein
WBGene00226148	protein_coding	NA
WBGene00220854	protein_coding	conserved hypothetical protein
WBGene00222223	protein_coding	BTB\/POZ domain containing protein 9, putative
WBGene00225660	protein_coding	NA
WBGene00227676	protein_coding	ab-hydrolase associated lipase region family protein
WBGene00225617	protein_coding	NA
WBGene00225465	protein_coding	NA
WBGene00230852	protein_coding	Chromosome condensation protein 3, C-terminal region containing protein
WBGene00221707	protein_coding	BTB\/POZ domain containing protein
WBGene00222673	protein_coding	HIT domain containing protein
WBGene00226885	protein_coding	Rnp, putative
WBGene00224783	protein_coding	BAG domain containing protein
WBGene00230854	protein_coding	PHD-finger family protein
WBGene00221708	protein_coding	NA
WBGene00230855	protein_coding	indoleamine 2,3-dioxygenase, putative
WBGene00225134	protein_coding	paired box pox-meso protein, putative
